"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Rpl5-ps1",4.41514879272878,7.47651586494839e-07,0.00144269510135243,0.0189876109104821,NA
"Trpa1",0,3.90716948095723e-07,0.00144269505129255,1,NA
"Gm10566",0.163319922962543,-1.32767229027061e-07,0.00144269493039124,0.922726912276645,NA
"Gm37138",2.02982646101494,-2.21177695497311e-07,0.00144269479166005,0.625637561730451,NA
"Terf1",47.3441691311798,1.13813076020965e-06,0.00144269433642459,0.173348839635263,0.507821137831578
"Gm37509",0.0512931647492962,6.08285780625478e-08,0.00144269491857037,0.825260757857925,NA
"Rpl7",1750.44799856243,-1.41559278763343e-05,0.0014427046639135,0.748694406275284,0.927172754532195
"Rdh10",70.1035130542869,1.09626746862215e-06,0.00144269348186589,0.429422201833303,0.777140315613321
"Gm38249",0.0876015134960092,3.24919465877738e-07,0.00144269499441256,0.607149312940767,NA
"Stau2",24.6752040138732,-4.48623277800215e-07,0.00144269322008088,0.695616880011662,0.907157417454057
"Gm7568",0,4.20672434702418e-07,0.0014426950667791,1,NA
"Ube2w",76.9973667296844,1.07096605333447e-06,0.00144269183356827,0.44087010074453,0.784090554707637
"Gm38342",0.175203026992018,3.12206751703629e-07,0.00144269500165143,0.513653371098458,NA
"Eloc",179.65176890644,3.35680343657228e-06,0.00144267518615482,0.35899655160408,0.723818223909403
"D030040B21Rik",8.62734063287626,4.2578038147348e-07,0.00144269506609204,0.0205591579829783,0.182939079579902
"Tmem70",184.884743339566,-1.42273769377845e-06,0.00144268751991001,0.476198325979189,0.802851932015247
"Ly96",1.13857858060613,1.90802282054054e-07,0.00144269478325869,0.412507981389804,NA
"Jph1",2.52895559126536,-7.71464518949392e-07,0.00144269490547819,0.508870203389019,NA
"Gm28785",4.77843384240555,-3.29209075665886e-07,0.00144269505364783,0.0961319377850565,NA
"Rbm6-ps1",0.776780294047198,-4.50331982431283e-07,0.0014426948857172,0.460573887591479,NA
"Pi15",0.044185320501253,-1.56148594419755e-07,0.00144269498728036,0.997768230206565,NA
"Crispld1",5.18034953475871,4.01824817165499e-07,0.0014426950607785,0.0386436089738296,0.236593422721747
"Gm17837",0.0110629377763403,-8.99760554912768e-08,0.00144269499949802,0.873194187894668,NA
"Tfap2b",3.19789659377655,-3.11696909736532e-07,0.00144269504904534,0.141550766760108,NA
"Gm4849",0.0220926602506265,-1.21420841208474e-07,0.00144269499190192,0.922439792483082,NA
"Gm38382",0.0863729422173896,2.31019603662331e-07,0.00144269498958303,0.691492282435128,NA
"Pkhd1",57.469796293811,-1.18552149326696e-07,0.00144269371794662,0.898814096783187,0.977479362170761
"Il17f",0.044185320501253,-1.56148594419755e-07,0.00144269498728036,0.997768230206565,NA
"Mcm3",16.584142389523,-2.73326505092093e-07,0.00144269436021389,0.696640548575389,0.907800877236942
"Gm28065",2.41756401616355,3.9320712521135e-07,0.00144269505453575,0.0902592154394217,NA
"6720483E21Rik",0.553204781910639,-3.36837101991388e-07,0.0014426949665427,0.546480562654958,NA
"Paqr8",0.395360501991787,1.35948871833855e-07,0.00144269488684829,0.769298745267196,NA
"Efhc1",0.116802017994679,2.43829726974935e-07,0.0014426949911579,0.570179549021648,NA
"Tram2",73.194596787776,1.99112993732126e-06,0.00144269250471272,0.198751231120801,0.549098154523096
"Gm2693",0.116802017994679,2.43829726974935e-07,0.0014426949911579,0.570179549021648,NA
"Tmem14a",9.22254135310996,-1.93054523413863e-07,0.00144269459625204,0.675948174302338,0.897975068656108
"Gm38224",1.72446604130786,-3.00601204172011e-07,0.00144269503957206,0.345849398284361,NA
"Gsta3",2327.93991340563,-3.19769893950368e-06,0.00144265822600244,0.316419038722425,0.687976144664783
"Gm28836",5.49269897120462,8.14066566532848e-07,0.00144269474586623,0.17822645544334,0.514850196005824
"Gm4956",15.6745946927558,1.75885957625002e-06,0.00144269518538092,0.00889553597531818,0.134506789310797
"Khdc1a",0.0110629377763403,-8.99760554912768e-08,0.00144269499949802,0.873194187894668,NA
"Khdc1b",0.151538837452852,-2.23307610063442e-07,0.00144269499441557,0.802641362408763,NA
"Kcnq5",0.572209862722011,2.24098761020026e-07,0.0014426949156276,0.604050217592977,NA
"Gm7658",12.5244882608671,6.99322728177674e-07,0.00144269344546193,0.513116232680756,0.824393722943602
"Gm38243",0,3.91369341436967e-07,0.00144269505322105,1,NA
"Rims1",9.00030856401696,4.09504226072207e-07,0.0014426950638652,0.019425239620841,0.180630109884079
"Ppp1r14bl",0,-3.17572616582644e-07,0.0014426950551639,1,NA
"Gm6420",0.232845940934551,-2.37653407270609e-08,0.0014426948840417,0.9727800392678,NA
"Gm27028",0.184731466701839,-9.63450237975845e-08,0.00144269490197223,0.998146476960912,NA
"Gm29107",5.00153876055997,7.46768566373281e-07,0.00144269503003873,0.0120476728239445,0.151313432792969
"Ogfrl1",155.441908935797,2.97249632027846e-06,0.00144269303049121,0.10942381248596,0.39792355505869
"B3gat2",0.969769668508075,-1.12888704555849e-07,0.00144269489816927,0.808949346603812,NA
"Smap1",20.0226091527148,-5.22551472450151e-07,0.00144269504693105,0.00128942605439542,0.0439545943498333
"Sdhaf4",42.9142091591626,-1.24782488897397e-06,0.00144269346543831,0.203894992760495,0.556088137845602
"Fam135a",131.647852222569,8.03655441966527e-06,0.00144269394417433,0.294139187416966,0.664822737233476
"Gm37580",0.0883706410025059,-1.93698770505618e-07,0.00144269498839255,0.899041811646789,NA
"Col19a1",7.39647344834496,5.69712200034215e-07,0.00144269508679414,0.00763321177421782,0.123154478551988
"Gm28439",1612.61674438269,-3.90680676116364e-07,0.00144269268256887,0.277253569059363,0.646898488823608
"Gm10222",299.805986990886,9.08227556100336e-07,0.00144269288220456,0.50601564808029,0.820711893229929
"Gm28438",577.597033138739,2.9991087258397e-07,0.00144269246086615,0.419882742865029,0.771191159036334
"Gm28437",7573.236992544,1.35251330600054e-06,0.00144269321723922,0.28907609459134,0.66004724039346
"Gm10925",6474.18623128035,1.23755664584391e-06,0.00144269266051329,0.379893175459883,0.740813142901136
"Gm28661",9971.69799888876,1.1038489683325e-06,0.00144269282622815,0.413631004512279,0.766842319519334
"Gm29216",4049.83829916918,8.55196858618138e-07,0.00144269247875459,0.743234259645129,0.925444466819502
"Lmbrd1",233.579990244313,-2.5197324443433e-07,0.00144269157438572,0.63003788853815,0.879313748785853
"Adgrb3",0,-3.33487337593284e-07,0.00144269505298489,1,NA
"Gm38198",22.1195752428974,-1.49069303888036e-07,0.00144269486870529,0.497266459587072,0.815602619745396
"Gm37077",5.59607718116904,-3.14263339565617e-07,0.00144269505284222,0.0814478898243389,0.344578591438887
"2900022M07Rik",17.6370287305111,2.95008114203585e-07,0.00144269495671698,0.345257439439539,0.712336184639048
"Gm5524",31.7879915265983,-3.39034344775047e-07,0.00144269430976996,0.868039704721848,0.969766474692772
"Gm19028",6.23881531526116,1.69924458081529e-07,0.00144269486361769,0.652321661794,0.888517617981236
"Gm7846",1.41771929491321,4.68051842554401e-07,0.00144269454931383,0.484204749593075,NA
"Gm5697",0.175443435818917,3.15351460382392e-07,0.0014426950020129,0.513459606223121,NA
"Gm5525",0.0974358799937299,1.7510621497823e-07,0.00144269495378073,0.752058316701403,NA
"Gm6473",14.0924358321342,2.29946084122922e-07,0.00144269456352482,0.704945255670595,0.911600250150906
"Phf3",139.966168653047,-1.57629591704945e-06,0.00144269216045364,0.310102652757049,0.682472596226589
"Gm37906",28.6601339657488,-6.13189143900945e-07,0.00144269460956895,0.3238546971164,0.693551462060964
"Ptp4a1",270.705718792891,-4.14265311611261e-06,0.00144265862694541,0.437646431050657,0.78189574047651
"4931428L18Rik",0.373301057043214,1.5531101869785e-07,0.00144269489584096,0.737126781075255,NA
"Gm28644",0.319472494473277,-2.04346724190467e-07,0.00144269496359408,0.763412146960052,NA
"Gm7893",2.28179935766679,3.95326415936778e-07,0.00144269505413279,0.0965530123750281,NA
"Pih1d3",2.03405767337086,-3.06640113086139e-07,0.00144269504420667,0.211496514755397,NA
"Gm4850",0,4.11380738208395e-07,0.00144269506627424,1,NA
"Gm19680",5.77906078828613,-1.08704476858937e-06,0.00144269512814965,0.0187762852586677,0.178282680664142
"Khdrbs2",7.84777802120421,5.76308676672238e-07,0.00144269508858999,0.00709669185466977,0.118353731632718
"Gm9839",140.332133180235,3.89064420372779e-07,0.00144269466134501,0.494867518924515,0.814019294500793
"Gm5415",275.407938763927,7.63843716346688e-08,0.00144269383149558,0.903097662550219,0.978064861500933
"Gm37151",1.81416753199031,-2.17817689534159e-07,0.00144269496080867,0.122194090067601,NA
"Prim2",17.0333552606812,2.8401711210138,1.60701394145641,0.00182097288491974,0.0524455465186009
"1700001G17Rik",0.248588851991941,8.49060173096564e-08,0.00144269492938282,0.651815674898619,NA
"Gm38173",5.70437615849827,4.10353254958151e-07,0.00144269506238062,0.0345479861399109,0.225913125831291
"Rab23",45.1420957355909,1.6922399134889e-06,0.00144269185089743,0.294322179418983,0.664984716357651
"Bag2",1.84725479098177,4.88590760716741,1.73187516061362,0.308852530063334,NA
"Zfp451",92.1086060914574,6.87491132405733e-07,0.00144269171128815,0.707727264029282,0.913025669442031
"Gm15455",49.1671164605952,7.40708683933018e-07,0.0014426948666395,0.104461861469399,0.388576987179864
"Bend6",2.60189462992771,4.05251350740034e-07,0.00144269506271216,0.0844523686044824,NA
"Gm37067",2.07213981390348,3.90752488086862e-07,0.00144269505272479,0.105617256321949,NA
"Dst",245.69022729468,1.37447344753582e-05,0.0014427120487613,0.481984393186562,0.806513065581345
"Gm38157",0.135675496921451,-8.68967579440181e-08,0.00144269489180707,0.912998884219199,NA
"Gm3052",0.356529441458972,-2.66285020587341e-07,0.00144269501134511,0.626612205775096,NA
"Gm37233",0.205941786503682,-2.80508471589304e-07,0.00144269495360254,0.868147938448301,NA
"Ccdc115",69.1996940590907,1.48271535918685,0.650320769639502,0.0221734119082938,0.189758677742944
"Imp4",50.8182819950052,-9.913677496403e-07,0.00144269436277442,0.220717134645855,0.578270636052259
"Ptpn18",32.6910896062001,1.45546533111292e-06,0.00144269473249673,0.0518807298659233,0.277875821363398
"Gm28417",0.161020553797986,1.58001224154929e-07,0.00144269490755073,0.741209528099089,NA
"Prss39",0.277821201996896,-2.53165525711821e-07,0.00144269500591133,0.681710525548473,NA
"1700101I19Rik",0.0126234271383587,-9.63251337979812e-08,0.00144269499873021,0.880390107116995,NA
"Arhgef4",0.235062154726719,-1.17699843941516e-07,0.00144269490960882,0.935185241620679,NA
"Gm38336",0.183962477830742,-1.4774954975379e-07,0.00144269493579052,0.894870831303968,NA
"Fam168b",128.159232222655,-9.3486581818669e-07,0.00144268457948746,0.732666221506889,0.922222133892504
"Plekhb2",12.8833062371091,-2.43900262380317e-07,0.00144269428114194,0.742117462366156,0.925230869834758
"1110002O04Rik",0.204403531490688,3.2334161849509e-07,0.00144269500556811,0.491159373462153,NA
"Gm33222",0,-3.17787632812692e-07,0.00144269505534915,1,NA
"Hs6st1",241.910416644066,-4.96281045287226e-06,0.00144269547987007,0.033094202090262,0.221586857825829
"Gm33280",1.32647827087059,-4.1461473020495e-07,0.00144269496389508,0.340128713327386,NA
"Uggt1",105.646091211361,4.79897993667257e-07,0.00144269327796262,0.679733752081408,0.899539435890263
"Neurl3",34.2027322340346,8.51595831121574e-07,0.00144269447092906,0.307067538355273,0.679159093117546
"Arid5a",19.8627023993666,1.41387426608516e-06,0.00144269493176769,0.0309735394243347,0.215459771692701
"4930403P22Rik",7.47126146931874,-3.23810895712348e-07,0.0014426950551083,0.0600242978322399,0.29930562491882
"Kansl3",272.953350517196,-3.34923887246476e-06,0.00144268644835487,0.225411495344597,0.58519634713893
"Fer1l5",25.3223967508693,1.93575825433154e-07,0.00144269442627746,0.745566965983161,0.926053672863244
"Lman2l",49.0977114492869,1.30021246320946e-07,0.00144269391791415,0.890330786370102,0.976173714008624
"Cnnm4",3.49545428332261,4.08628630210333e-07,0.0014426948326242,0.495210669590852,NA
"Cnnm3",34.4727505745079,4.55300890713697e-07,0.00144269441124602,0.523936350958796,0.830402511192595
"Ankrd23",0.991194577444762,-2.72551215753581e-07,0.00144269486777294,0.608334779256525,NA
"Ankrd39",24.810427555108,-1.47210863217956e-06,0.0014426953522338,0.000125834897785203,0.0101291037856338
"Sema4c",3.72487203024727,8.28427691472675e-08,0.00144269476169892,0.691802958590822,NA
"D430040D24Rik",0.272286197859669,-2.00788377176087e-07,0.00144269495643999,0.802247333678887,NA
"Fam178b",3.84684064985777,-3.13690783486569e-07,0.0014426950505744,0.119136566967626,NA
"Cox5b",913.490630301305,1.56834065074403e-06,0.00144268323023453,0.60044831947226,0.867326690845326
"Actr1b",211.945223146964,0.000154239717646387,0.00144683990438304,0.833721902739555,0.95829817809855
"Zap70",44.0251522772462,-8.8888509975467e-07,0.00144269416173508,0.309775862914078,0.682055801054603
"Tmem131",76.1099932791111,2.11186237845593e-06,0.00144269183216774,0.219192754803373,0.575843472465537
"F830112A20Rik",12.4811208732745,4.65830840248088e-07,0.0014426950633305,0.0273822346149552,0.206680739662384
"Rpl12-ps1",0.0418335502691197,1.0427276287815e-07,0.00144269493398608,0.784222605135512,NA
"Vwa3b",11.6598134778426,-9.33812302440146e-07,0.00144269506201372,0.0221033397547847,0.189622494438034
"Gm37020",0.0331888133290209,-1.42194546222046e-07,0.00144269498870029,0.963258960332257,NA
"Inpp4a",161.630282696507,-2.62937902325975e-07,0.0014426857196415,0.548134966452341,0.842195245181598
"Gm37135",0.146002522493349,3.11820378924085e-07,0.00144269499831274,0.539614813670634,NA
"Coa5",252.709036037586,-8.59186317623267e-06,0.00144268859388522,0.528846346098397,0.832972337636509
"Unc50",21.7672622803466,-2.43169447503897e-07,0.00144269461661102,0.663458960583879,0.892411668675374
"Mgat4a",48.7528477619525,1.99117963790136e-07,0.00144269427380588,0.796050606601556,0.945547733462964
"2010300C02Rik",0.787109006788193,-2.97417248270543e-07,0.00144269490776226,0.590229423748209,NA
"Tsga10",3.53086895017689,-6.95728337605317e-08,0.00144269473389856,0.881531804559414,NA
"Lipt1",12.2807980052255,-2.00567264511074e-07,0.00144269422567447,0.7929517354555,0.94418858886386
"Mitd1",39.8542075470053,6.8445811267247e-07,0.00144269410841725,0.198060333194948,0.548302087741322
"Mrpl30",298.447982849604,-5.36321149358568e-06,0.00144269250978634,0.0234186160641342,0.19515091201524
"Txndc9",248.760919690996,-2.22378101477231e-06,0.00144268518623714,0.729525796268763,0.921186743476499
"Eif5b",3094.46218924391,1.32547181641393e-05,0.00144272087647218,0.288354607033381,0.659096244647727
"Rev1",28.8612006525364,-5.32376164429477e-07,0.00144269433919509,0.4729369201202,0.801056915152152
"Gm37062",0.0220926602506265,-1.21420841208474e-07,0.00144269499190192,0.922439792483082,NA
"Aff3",21.7418329809121,3.22217925101808e-07,0.00144269454391235,0.606933657220434,0.87000035263303
"2610300A13Rik",0.20205178327047,-2.37929882649729e-07,0.0014426949993556,0.746367877970642,NA
"Chst10",14.3424218136806,8.61592661472318e-07,0.00144269515053009,0.00111840349288341,0.040738442123753
"Pdcl3",64.6201548464515,1.96668554674672e-06,0.00144269379025691,0.114919955422821,0.408730849861352
"Gm37309",0.643918190509071,-4.72343079424281e-08,0.00144269470075035,0.947849250530965,NA
"Npas2",1.58836830575404,4.0211855304443e-07,0.00144269500572774,0.240078400718784,NA
"Gm3617",0.0110297224742862,-9.26548542867776e-08,0.00144269499960519,0.873037494764063,NA
"Rpl31",1361.42352848091,5.40216406217115e-05,0.00144313368095636,0.0392373079936903,0.238896196011253
"Tbc1d8",106.039060377723,-1.73468984207057e-06,0.00144269285372654,0.219260724602824,0.575923839870494
"Cnot11",37.6312161013536,5.25639024110397e-07,0.00144269439419601,0.472641228133615,0.801056915152152
"Gm15832",32.6264680999047,5.36231627258827e-07,0.00144269445644574,0.384532509438966,0.744799108162864
"Snord89",0.264409226105129,-9.4715612443389e-08,0.00144269489463692,0.987504857604943,NA
"Rnf149",28.9916263607884,2.46235390089066e-07,0.00144269395951239,0.785667191555436,0.940778750315362
"Gm5100",4.87219815924682,5.8716725817029e-07,0.00144269505115586,0.103595428127064,0.386021367976251
"Creg2",0.0584010089973395,3.06991627973977e-07,0.00144269499058266,0.653651056615453,NA
"D930019O06Rik",0.0110297224742862,-9.26548542867776e-08,0.00144269499960519,0.873037494764063,NA
"Rfx8",8.77524022796047,4.04154847945899e-07,0.00144269506303164,0.0201083109735385,0.182682680177257
"Map4k4",73.1779198317472,2.6207009415215e-06,0.00144269472771136,0.0203152725870905,0.182939079579902
"Il1r2",0.0883706410025059,-1.93698770505618e-07,0.00144269498839255,0.899041811646789,NA
"Il1r1",122.311816022316,-3.32615865552177e-06,0.00144268210222857,0.302745442240957,0.674848586548652
"Gm38070",0.132555961503759,-2.16254592561418e-07,0.0014426949925463,0.827220789723105,NA
"Il1rl2",6.24389635076237,1.04777873202495e-06,0.00144269501558162,0.0373430782857152,0.233890668073957
"Il18r1",29.8419544920031,4.78282717939645e-07,0.00144269443810648,0.484157118583077,0.807959805385904
"Il18rap",4.90704520070643,9.44833504790066e-07,0.00144269480830601,0.127107475348016,0.431680576168891
"Slc9a2",0.413563181021116,-1.4309119626137e-07,0.00144269500572013,0.588796762643333,NA
"Mfsd9",0.101025891635235,-2.02048576675296e-07,0.00144269498953464,0.876867809897735,NA
"Gm29260",4.67670797275419,-3.14282015606232e-07,0.0014426950518602,0.0982497243388036,NA
"Gm28175",5.01881715760496,2.27278237627097e-07,0.00144269491587869,0.498238934651785,0.815891064837303
"Mrps9",72.2674269903149,7.66773548483619e-07,0.00144269331078463,0.512736422900979,0.824140835569446
"Tgfbrap1",109.421997966323,-1.33377136397102e-06,0.0014426900966259,0.467672450374456,0.799135659197518
"8430432A02Rik",0.639202920611824,-1.48842262309681e-07,0.00144269483618297,0.840808166592178,NA
"AI597479",40.25667089793,-1.75634418396677e-06,0.00144269394072767,0.115678007268549,0.410278348604926
"Fhl2",0.434041353039821,-2.40622596701284e-08,0.0014426948388729,0.980444005624589,NA
"Nck2",21.3200929955077,4.65909296110285e-07,0.00144269414090019,0.519746193281965,0.827383959715726
"Gm29155",0.0883706410025059,-1.93698770505618e-07,0.00144269498839255,0.899041811646789,NA
"Gm29156",0.0584010089973395,3.06991627973977e-07,0.00144269499058266,0.653651056615453,NA
"Uxs1",4.00181982224492,4.35291597220482e-07,0.00144269451519738,0.539350411741034,NA
"Tpp2",95.6058864627039,6.42444842464177e-06,0.00144269772085027,0.414839404584252,0.767697038894326
"Mettl21c",0.044185320501253,-1.56148594419755e-07,0.00144269498728036,0.997768230206565,NA
"Gm8251",1.19877826477029,-3.96698480738204e-07,0.00144269495545841,0.37812084221458,NA
"Tex30",10.7707152117825,4.23703767265902e-07,0.00144269430624374,0.585190738833968,0.861298062567914
"Poglut2",30.6442792537367,1.0099909795747e-06,0.00144269462606817,0.151926969858965,0.472048951721503
"Bivm",33.4038547506871,-8.90055050347238e-08,0.00144269432811489,0.879441235895093,0.972879645734687
"Ercc5",146.211653080088,-1.18055436720684e-05,0.00144270368938973,0.249293048371259,0.613301499170424
"Gm15833",0.0436805523345554,2.2622524315619e-07,0.00144269498323897,0.682442614414221,NA
"Txn-ps1",41.1291493217447,1.03697377180936e-06,0.00144269240352312,0.457227201771305,0.793851532594514
"Gulp1",3.31330702432551,7.65687240758437e-07,0.00144269475056719,0.161502269838875,NA
"Col3a1",463.109364540027,1.23893295381509,0.538444665167566,0.000650695093940443,0.0288613041594757
"Col5a2",56.9981023418368,1.2747242700828e-06,0.00144269456005853,0.10889873780578,0.396950970454567
"Wdr75",68.2169667872626,3.21195964171665e-07,0.00144269409520995,0.706544822970089,0.91245014100437
"Gm5526",4.2316168019187,5.38921521134823e-07,0.00144269462894526,0.375056025225383,NA
"Slc40a1",413.579859948404,-5.33392779130706e-06,0.00144268239366212,0.135071570586368,0.444412291179746
"Dnah7b",2.35884066579265,-6.80883071407268e-07,0.00144269507360384,0.132579254694494,NA
"Dnah7c",11.7219907504507,1.59287309855613e-07,0.00144269469384654,0.73583397089503,0.923098525907964
"Slc39a10",25.7441750616159,1.21148514934439e-06,0.00144269478027732,0.0756033685386397,0.331690405023736
"Gm28151",3.56190034938168,-4.6652960461556e-07,0.00144269491939116,0.267417550515893,NA
"Gm37393",0,-3.10656827983207e-07,0.00144269504804612,1,NA
"Gm28527",0,2.85570861907539e-07,0.0014426950455432,1,NA
"Gm4852",5.35331886944554,4.13444778284881e-07,0.00144269506253957,0.0373023597816557,0.233890668073957
"Gm8337",0.0366528443621449,-7.06811843570758e-09,0.00144269493342108,0.868154694399715,NA
"Gm8357",0.0221258755526806,-1.20685340806328e-07,0.00144269499185953,0.922566991279962,NA
"Tmeff2",3.72102879730788,1.118768009995e-07,0.00144269486982537,0.097174472689422,NA
