"","BC16_fliv_N_1.sort.bam","BC16_fliv_N_2.sort.bam","BC16_fliv_O_1.sort.bam","BC16_fliv_O_2.sort.bam","BC16_fliv_P_1.sort.bam","BC16_fliv_P_2.sort.bam","BC16_fliv_Q_1.sort.bam","BC16_fliv_Q_2.sort.bam","BC16_fliv_R_1.sort.bam","BC16_fliv_R_2.sort.bam","CTRL_fliv_B_1.sort.bam","CTRL_fliv_B_2.sort.bam","CTRL_fliv_D_1.sort.bam","CTRL_fliv_D_2.sort.bam","CTRL_fliv_E_1.sort.bam","CTRL_fliv_E_2.sort.bam","CTRL_fliv_F_1.sort.bam","CTRL_fliv_F_2.sort.bam"
"Ccdc3",7.77220626039782,7.77220626039782,7.99024281993143,7.99015995663696,7.84750207103667,7.8476153342964,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,8.90214408972936,8.91843004955008,8.05433271881272,8.05510556516134,8.13623509973897,8.13609343857845,8.68848024318037,8.68933559301983
"Mastl",7.77220626039782,7.77220626039782,7.88615091867034,7.88610755496725,7.934796205824,7.90278889684571,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,8.63145951657697,8.6362287925063,7.9953797884923,7.99599187138167,7.77220626039782,7.77220626039782,8.16081007892588,8.16118272029589
"Gm13611",7.77220626039782,7.77220626039782,7.90376682934094,7.86521432600736,7.85914708543627,7.8695515714311,7.77220626039782,7.88396869933272,7.92322252252187,7.77220626039782,8.7108041348059,8.5149871989971,7.93009236563085,7.92240891217754,8.60357571393271,8.611637437887,7.77220626039782,7.91960713556909
"Garnl3",7.77220626039782,7.77220626039782,7.96946181354583,7.96938682209962,7.84750207103667,7.8476153342964,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,7.88387643796239,7.88418316743581,8.3878961174968,8.38765884201374,8.72107193433784,8.5158724638831
"Neb",8.53324802668704,8.52180111650993,9.0052050911339,9.00787449088399,8.76382022314323,8.76171594385736,8.29199177647489,8.26967978820612,8.77651416019227,8.77810671209241,7.77220626039782,7.77220626039782,8.30714562090935,8.29704007380126,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782
"Gm13657",7.77220626039782,7.77220626039782,8.01370017149232,8.01360843285439,7.92888776764991,7.93504057721253,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,9.03469670117159,9.04148079801528,8.05433271881272,8.07220645524748,7.77220626039782,7.77220626039782,8.33913056986463,8.33967055390243
"Gm13680",7.95880349941067,7.77220626039782,7.90376682934094,7.83797858777215,7.8694053824064,7.8592778557266,7.88359758507842,7.77220626039782,8.03353610903994,7.98602968587266,8.65879685279946,8.69026805960156,7.82215665511846,7.82229391111243,8.04385623115626,8.13609343857845,7.77220626039782,7.91960713556909
"Selenoh",7.77220626039782,7.77220626039782,8.19206828424151,8.18936030692702,8.22013443972328,8.21451905419155,8.22967951474085,8.23119169298683,7.77220626039782,7.77220626039782,8.95157242457518,8.95795787601766,8.3714718042586,8.37309528781144,8.28567324662184,8.28547446613619,8.47186529302912,8.47252732674771
"Arhgap1",8.40045366363381,8.40009905654157,8.48865540256854,8.48693642419705,8.50839886615416,8.51071340598899,8.72606564726474,8.72913364106914,8.77651416019227,8.77810671209241,7.77220626039782,7.77220626039782,8.28142362481319,8.28280860839714,8.17441990492784,8.17426356586552,7.77220626039782,7.77220626039782
"Wt1",7.77220626039782,7.77220626039782,7.96391248162731,7.96383959361134,7.90259285272143,7.887378051533,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,8.93210565252148,8.93839642236378,7.84284325860784,7.85895190558427,7.77220626039782,7.77220626039782,8.64287049010108,8.5951900709793
"Arhgap11a",7.77220626039782,7.77220626039782,8.05478408465013,8.05467683115535,7.94600910198311,7.93504057721253,8.33672555599403,8.33858349922494,7.77220626039782,7.77220626039782,8.68521901681421,8.69026805960156,8.11746553960507,8.11115421847525,8.64458959715289,8.64425833948567,8.58180051938338,8.58256165522337
"Meis2",8.34398893977925,8.34366534495559,8.11017500833835,8.10685890264819,8.29468086094557,8.28651593430825,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,8.86065282210139,8.89803659846667,8.24916249960454,8.24528097360223,8.62844660197815,8.61992385588323,8.89433428587818,8.86868495146802
"Ebf4",7.77220626039782,7.77220626039782,7.96391248162731,7.98003488488052,7.96158207894755,7.96186660181771,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,7.94514458635282,7.94561927130092,8.4746698220966,8.47440031236134,8.74210943013867,8.74301135356254
"Zfp937",7.77220626039782,7.77220626039782,8.03505488198553,8.02663361260124,7.9096406039358,7.91655985689083,7.77220626039782,7.77220626039782,7.77220626039782,8.07432276250882,8.57365770617685,8.98658475722389,7.88387643796239,7.88418316743581,8.25658835958885,7.77220626039782,8.18746329955923,8.25898004695602
"Cnbd2",8.00066083218466,7.90412076395666,7.98523901036956,8.05467683115535,7.97596203630952,7.98971223596483,7.77220626039782,7.88396869933272,7.98567822807405,7.92347138080237,7.93133204380157,7.77220626039782,8.00624935527492,8.03213071154876,8.56018654844982,8.56876882036566,8.44131147228407,8.44194563044675
"Soga1",7.77220626039782,7.77220626039782,8.00460392934504,8.00451563100351,7.91634317112166,7.91655985689083,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,9.16761352973661,9.19829082701825,8.04540113700936,8.04614966512303,8.3878961174968,8.38765884201374,7.77220626039782,7.77220626039782
"Mybl2",7.77220626039782,7.77220626039782,8.08373208599296,8.07664125630018,8.0178524164381,8.00643196246325,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,9.38652033123141,9.38841553228097,7.98973972836658,7.97855736418709,8.4746698220966,8.47440031236134,7.77220626039782,7.77220626039782
"Cd40",7.77220626039782,7.77220626039782,7.95229846185241,7.95222997775688,8.01007003703798,8.0104271132169,7.77220626039782,7.77220626039782,7.77220626039782,7.77220626039782,8.47716478686537,8.48111466148748,8.02658736210066,8.0272846193401,7.77220626039782,7.77220626039782,8.73165660357563,8.73254949249091
"Atp9a",8.83669265512405,8.83610859927266,8.97914269652013,8.97790786488089,8.86456043760995,8.86296898958599,8.50342436397529,8.5058106093276,8.88507726315021,8.88682672589962,9.85930852623875,9.77378265916883,8.88361964841143,8.89263801972206,9.67743443037362,9.61015926586423,9.34089842377949,9.27748661948197
"Pbxip1",8.56532560892936,8.62505634253295,8.78048969129449,8.77813716667244,8.61650366462756,8.61561699173608,8.84996153735685,8.81020867021037,8.71109660010755,8.70115808145412,10.1557510421053,10.1669224817291,8.49866165374374,8.50226592145298,9.02572027181903,9.07119032171585,9.93134238163172,9.93310721399655
"Aph1a",7.77220626039782,7.77220626039782,8.10051279753194,8.14327924253714,8.23643959769514,8.27186085347022,7.92969830208347,7.77220626039782,7.77220626039782,7.77220626039782,8.55847158312962,8.49826488404262,8.19163808166304,8.23473987420908,8.84248001206925,8.89724723280033,8.52901101798048,8.52972480774645
