"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Scfd1",72.981466580182,-1.07098105046528,0.332096961249023,-3.2249046978247,0.00126014610167709,0.0332110937463618
"Gm35135",15.3731747331522,-23.4353164715155,3.00483920865409,-7.79919151880758,6.23050460672014e-15,1.08492370098209e-12
"Npas3",23.5338537236581,-8.95613256132227,2.5215216286868,-3.5518761605811,0.000382494835385285,0.0153741341257081
"Srp54a",18.2450045986992,5.22039808254687,1.57899848930178,3.30614507734919,0.000945890990692141,0.0274148857886927
"Gm2568",39.3108984762207,-6.17784393726846,1.3222546627606,-4.67220431226943,2.97984321215926e-06,0.000284876906302311
"Sec23a",254.766985804146,1.06395547141229,0.341196013137303,3.11831155830106,0.00181890414906153,0.0406805978414724
"Lrfn5",19.3702001637718,-23.7844263609647,3.00449540970543,-7.91627981328707,2.44722532343542e-15,6.88376246267114e-13
"Lrr1",21.1492872930202,8.08177004147861,2.42768040250841,3.32900905453951,0.000871555708888054,0.025754031017991
"5830428M24Rik",14.3644341616606,7.53817376973437,1.73953192455167,4.33344951210204,1.46790956539066e-05,0.00117328487502564
"4930512B01Rik",32.7452836838045,-24.4998645271644,3.00395561297616,-8.15586769036553,3.46681813287173e-16,3.62208205925106e-13
"Gm6316",66.6469119339245,5.53433180766637,1.57622803498535,3.51112382525147,0.000446216498373776,0.0169088308852674
"Nin",73.3422197392251,4.25554727174073,1.26896785649084,3.35355009189032,0.000797819713494384,0.0243626491634287
"Six4",51.3406045832226,5.61018413225722,1.63374532575702,3.43394043356032,0.000594874905933784,0.0200952315221558
"AI463170",9.78902211893607,-4.6054148174851,1.47663916177073,-3.1188491655351,0.00181558879222492,0.0406780713704308
"Rad51b",56.6940289273017,2.99607201770683,0.741190681850238,4.04224188332714,5.29425772219595e-05,0.00333789257338621
"Cox16",38.6419819855207,-4.31685845230697,1.35287136463314,-3.19088611464371,0.00141837177337782,0.0355248697417763
"Synj2bp",253.607638752764,1.07861201173681,0.31122314302023,3.46571916622119,0.000528815327992785,0.0185937062561309
"Gm29361",36.0114337755595,-6.32983298632263,1.93123610558938,-3.27760700413732,0.00104691041782705,0.0294483820799159
"Acot1",130.917240943613,2.08522910206806,0.646880009744058,3.22351760861044,0.00126626513028847,0.033312338238722
"Gm38355",24.2904590827612,-23.5263178981344,3.00422743010537,-7.83107086446822,4.83731909657163e-15,9.96555865148638e-13
"Ism2",13.2833535407718,-6.23587356897943,1.85050322395908,-3.36982583344979,0.000752157076559312,0.0234673740949209
"Ttc8",31.2165190196459,3.56854097978389,1.16250101091617,3.06971000134574,0.00214266711082636,0.045785857492559
"4930477G07Rik",14.0624718502562,7.49509853133638,2.09970796942463,3.56959093382411,0.000357539095105316,0.0147732326104674
"Lgmn",179.478708356226,0.92331874487013,0.270367970841211,3.41504484424452,0.000637715114425287,0.0208067950847244
"Bcl11b",12.4336299995906,-5.53216849526191,1.53703934087517,-3.5992367587104,0.000319152522277239,0.0136100406511638
"Mok",17.0104440885829,-6.73076822129156,1.92804399748635,-3.49098269026364,0.000481247431651834,0.0177054187335656
"Eif5",738.319158373979,0.705798554457304,0.173042316161843,4.07876275648776,4.52760108162197e-05,0.00292281895652411
"Cdca4",34.8857301250533,-4.8172971129879,1.38666789721664,-3.47400925820618,0.000512743341628909,0.0183821001421717
"Gm26583",18.5490061003834,7.8910543009012,2.47174758463977,3.19250005540159,0.0014104691765886,0.03538753455568
"Brf1",113.474241403545,-1.06565428717338,0.32652526232228,-3.26361972606451,0.00109998697186929,0.0304149516777543
"Gm9256",16.7842086482968,-7.27313437147769,2.1668193801361,-3.3565946650435,0.000789087025138054,0.0242478485644839
"Gm40655",12.7684066058524,7.36098641163128,1.77163514828372,4.15491102598765,3.2541414648656e-05,0.00229943609693667
"A530058O07Rik",18.4446993844242,7.88385938708451,2.43365939841135,3.23950812189699,0.00119736056378559,0.0321609341892508
"4930470G03Rik",17.5161461476055,-23.6464355733695,3.00463516253881,-7.86998563692143,3.54681969638304e-15,8.79310706762623e-13
"Gm47259",14.7963241543663,-7.0886175603133,2.20367965369023,-3.21671870430117,0.00129665663044195,0.0334667704189069
"Irf4",144.454370946994,-11.425538872285,1.9890928820438,-5.74409519808103,9.24137885776899e-09,1.18573375923322e-06
"Gm47792",15.6806382278152,-22.8691503997974,3.00480663361391,-7.61085593461051,2.72286607557789e-14,4.37663319642613e-12
"Mylip",70.7119781522569,2.54102522178234,0.69882271339231,3.63615144883798,0.000276741665955537,0.0122428576066932
"Atxn1",77.3243329437423,3.18661348802095,0.909202241125102,3.504845615072,0.000456872135209531,0.0171350480043841
"Dek",51.0946638708411,-3.52892653439379,1.02958716222293,-3.4275160606846,0.000609130270739224,0.0202955546016005
"Gm47816",35.8828000051279,8.08587275991827,2.21610181747422,3.64869190402726,0.000263578976037863,0.0118992891435365
"1700066J03Rik",15.5583513920315,-7.16277995977803,2.17737366585416,-3.2896420454172,0.00100314909210416,0.0286024595910477
"Platr25",44.4859126600256,4.42673208736806,1.17085134748331,3.78078062333287,0.000156337389489559,0.00810903190093537
"Cdk20",135.955732261252,3.59700827501053,0.899345367174325,3.99958503851758,6.34536446703512e-05,0.00389973302770263
"Gm6888",20.5571025899299,8.04374002046904,2.36985080202785,3.39419680495756,0.00068830209038941,0.0220211557067218
"Zdhhc11",14.797014215537,7.56672795294142,2.42005659340638,3.1266739685169,0.00176795869249265,0.0400929175117673
"Slc9a3",73.072471246815,24.6014992067701,2.43243295868568,10.1139474857564,4.79139113791772e-24,3.34300135911593e-20
"Gm18518",22.0494998402995,22.9261177786774,3.03368249441721,7.55719091265077,4.11867236435224e-14,6.21070316220415e-12
"Ckmt2",70.6157873782783,-25.5226651598208,2.91317718232089,-8.76110979953758,1.93337365898355e-18,5.65589130199049e-15
"Rasgrf2",60.5092707068967,3.87194631672834,1.03745696452477,3.73215125940377,0.000189851436905515,0.00934952881665261
"Thbs4",8.16222302493781,-6.25577092009374,1.99163400218304,-3.14102436152263,0.0016835802753243,0.0392129437693766
"Bdp1",143.611896043084,3.47642429145964,0.997303040985917,3.48582541974694,0.000490621079654901,0.0179228767854404
"Erbin",400.906093909158,0.906553066874788,0.194117902898765,4.67011570461673,3.01030133523942e-06,0.000285919984613942
"Sgtb",22.7488910428756,-5.26707374041591,1.18689309530656,-4.43769852671988,9.09258468411016e-06,0.000768770151297568
"Gm10736",44.9370533062132,4.00963292001195,0.970394714150955,4.13196080063171,3.59681769975359e-05,0.00249339585281022
"Fst",39.5486705207335,-4.50631960740591,1.28832737408768,-3.49780630144341,0.000469101696889313,0.0173271477787878
"Gm48163",14.0452606922717,5.39180954581212,1.43406546917638,3.75980710902186,0.000170044416536328,0.00854721539751501
"Myoz1",14.2582186719641,-23.3582480302949,3.00496200735335,-7.77322574233408,7.6512208315239e-15,1.27175462616705e-12
"Zmiz1",148.253087089056,1.07835078348359,0.351367661882605,3.06900975948059,0.00214769575087087,0.045785857492559
"Duxbl1",31.8597407236772,6.77006572931235,1.4358879628245,4.71489831002908,2.41831495405269e-06,0.00023740062303979
"Gm18813",25.7009168622971,6.10123514150481,1.59299210817607,3.83004731171616,0.000128118623655197,0.0068145131207439
"Peli2",111.469673947355,2.65899246161284,0.773909933511627,3.43579058295275,0.00059082747911804,0.0200511218957299
"Klhl33",10.7342301113375,-5.52049900403771,1.66403055529779,-3.31754665589646,0.000908117475092574,0.0265660686163582
"Gm7247",29.9630634105152,8.59155504801994,1.94589628380882,4.41521735742419,1.00908547009738e-05,0.000848269722477836
"Olfr1507",19.3457818702384,7.95430739886897,2.43208392609814,3.27057274361017,0.00107329933942859,0.0299043314846298
"Gzmb",71.803400714715,-8.35659213220314,2.03701860404225,-4.10236416870241,4.08949939192013e-05,0.00269489334357534
"Gm4032",62.9142365875078,5.04985303341067,1.57684995561043,3.20249432448744,0.00136242984840783,0.0344993165125065
"Zmym2",130.195109084812,1.35301999271755,0.424366263179711,3.18833071832709,0.00143096769175104,0.0356756906220775
"Xkr6",39.1705986588699,2.96078739498945,0.785636683400311,3.76864708273916,0.000164134758931752,0.00843067508242113
"Stc1",22.9059943913152,8.20428272298194,1.89932452336109,4.31957920938305,1.5632699220875e-05,0.00123599725137156
"Egr3",18.3658144350713,-7.81055040479511,2.57345397770012,-3.03504569052964,0.00240499249798006,0.0495462327717666
"Slc25a30",70.4373604718229,2.28286264039817,0.644085793533817,3.54434558767878,0.000393588975418028,0.0156940511221808
"Gm10110",31.1823328569714,-4.95142025902719,1.09866455558587,-4.50676253625638,6.58242283889275e-06,0.000583521811299905
"Gm18074",29.6758475903397,8.5708759447954,2.45593133364923,3.48986790769108,0.00048325935168247,0.0177158760327305
"Gm4412",27.9676600168825,8.48551206824233,2.42518624442996,3.49891151153088,0.000467161591258765,0.0173271477787878
"Gpc5",23.0597620997283,-24.023474365092,3.00428392320683,-7.99640612510713,1.28103357309618e-15,4.68441951841944e-13
"Cdh6",15.9537843465505,5.588057980861,1.52403470326849,3.66662121858295,0.000245776438329433,0.0113406055629168
"Gm9630",15.3731747331522,-23.4353164715155,3.00483920865409,-7.79919151880758,6.23050460672014e-15,1.08492370098209e-12
"Gm48960",9.95773764599422,6.23077526760888,1.82094148220813,3.42173283902195,0.000622234217624307,0.0205914477402505
