"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Rpl31",1286.89512237499,-7.16437350712166e-06,0.00144265685664058,0.016499160505287,0.149155266199526
"Tbc1d8",81.9472468458958,-7.93189743626209e-07,0.00144269284107036,0.536916465851225,0.846740824842808
"Cnot11",43.7141968146331,3.16977614844563e-07,0.00144269408646573,0.713257202219588,0.92293109491029
"Gm15832",36.2626847658164,2.38160522957581e-07,0.00144269471913111,0.641078941982378,0.899208917301182
"Snord89",0.260025028767245,-1.01987702923815e-07,0.00144269488474485,0.974434713445992,NA
"Rnf149",56.752469016326,-1.17312771657993e-06,0.00144269452432918,0.227995802222655,0.599568231050533
"Gm5100",5.96014940101451,3.35056890033323e-07,0.0014426950321321,0.120712017629062,NA
"Creg2",0.0721580048105492,1.95507318644062e-07,0.00144269499256019,0.614911242914884,NA
"Rfx8",10.4904462490837,2.93257742546657e-07,0.00144269505046113,0.0197742920937805,0.160065617297026
"Gm3646",0.101242688935265,-2.46054476538962e-07,0.00144269497822648,0.857208198298763,NA
"Map4k4",112.639529216057,5.49320659364955e-07,0.00144269100357983,0.752152538804317,0.936654847240536
"Il1r1",84.8016517817019,2.04687474916123e-06,0.00144269387185273,0.381745782598762,0.750558136087741
"Il1rl2",7.33670958078043,6.52682714218185e-07,0.00144269504582523,0.0398794260549829,0.213590759760613
"Il1rl1",0.236232940848952,-3.03962642877305e-07,0.00144269499190888,0.646845517854264,NA
"Il18r1",22.6456105093322,1.00785642723555e-06,0.00144269517784114,0.000707911984091285,0.0224612333867749
"Il18rap",5.29511121028238,6.82355094101741e-07,0.0014426950194672,0.0591398647097492,NA
"Gm37435",0.168737814892109,-2.8183086454151e-07,0.00144269498480267,0.730762303048142,NA
"Slc9a2",5.26117207544096,-4.39922568513004e-07,0.00144269506442077,0.0525888251012061,NA
"Tmem182",7.08698822546857,-4.05813478157108e-07,0.00144269506314336,0.0447500759681163,0.230722369117249
"Gm28175",4.73282148256166,3.0997569320361e-07,0.00144269504979019,0.0510841270792831,NA
"Mrps9",68.3132856831821,5.8741622600277e-07,0.00144269426578528,0.463582802389696,0.807687395255561
"Tgfbrap1",85.4212999626247,1.63134983025494e-07,0.00144269310211785,0.896039727745419,0.978347081202213
"8430432A02Rik",0.317716703366913,7.37658118740304e-08,0.00144269489606565,0.813512476302181,NA
"AI597479",27.3943299935,-2.05145658713351e-07,0.0014426944155963,0.597211153419788,0.880219997094064
"Fhl2",2.04148195513644,-8.66590932712325e-07,0.00144269491600513,0.144611461065064,NA
"Nck2",19.8394169955181,4.52364483264951e-07,0.00144269461505825,0.458647907936473,0.804876178690676
"Ecrg4",0.0337475629784218,-1.69113683614394e-07,0.00144269498067844,0.959247912262522,NA
"Gm29155",0.101242688935265,-2.46054476538962e-07,0.00144269497822648,0.857208198298763,NA
"Gm29157",0.0168991187730364,-1.25839411060138e-07,0.00144269498954436,0.882765290640031,NA
"Gm29156",0.510876323530032,-2.61476739325737e-07,0.0014426949429826,0.641407758675365,NA
"Uxs1",7.16650447912862,-1.42018897375772e-07,0.0014426946752535,0.6761654089395,0.911240426051136
"Tpp2",122.46123198889,-2.35206616101148e-06,0.00144269351142442,0.0883252321126896,0.3589700389309
"Mettl21c",0.202485377870531,-2.95702927268271e-07,0.00144269498857909,0.685192513471494,NA
"Gm8251",0.276974822107933,-1.06340255070123e-07,0.00144269488449225,0.946708302347345,NA
"Tex30",30.9205119306183,-1.25952494682837e-06,0.00144269459421513,0.103187377097276,0.393086426665929
"Poglut2",33.3746014972486,1.35362299625403e-06,0.00144269480454567,0.0629885714713009,0.28900057556798
"Bivm",26.2638690719061,1.49314794106621e-07,0.00144269444798039,0.82791049349741,0.958664248605653
"Ercc5",98.7813636674871,1.09047745098352e-06,0.00144269345060789,0.348926614525912,0.723437260325977
"Mettl21e",0.575630152374359,-3.52032435399438e-07,0.00144269501601855,0.427054687681759,NA
"Gm15833",0.0540277137046817,2.75341428975597e-07,0.00144269499794749,0.642980545275537,NA
"Txn-ps1",42.2464544281426,1.33912444073574e-06,0.00144269274459056,0.578352665612419,0.87018636870745
"Gulp1",4.99767162876686,-1.09410048837131e-08,0.00144269472927539,0.820531134881024,NA
"Col3a1",604.241704063415,8.7064201993414e-07,0.00144269020526381,0.359984991149807,0.732834453373392
"Col5a2",82.6400857778655,3.63924574870396e-07,0.0014426937609709,0.714307310531336,0.922944265783223
"Wdr75",66.0032849345412,1.77991696648404e-06,0.0014426941747634,0.601187048873901,0.882883778619045
"Gm28906",0.101627005283503,-2.29892869668695e-07,0.00144269497944617,0.877257287970499,NA
"Gm5526",3.99788710856322,2.84761697279008e-07,0.00144269488826926,0.187789094068829,NA
"Slc40a1",398.025773548426,-6.0893030908468e-06,0.00144269447116249,0.211969246767771,0.578878672978377
"Gm3852",6.93689622848485,-4.05607929966939e-07,0.0014426950628681,NA,NA
"Dnah7b",1.14068359637511,-5.6924658265145e-07,0.00144269491510875,0.27898935283163,NA
"Gm8326",0.154153249521886,-2.23853657532409e-07,0.00144269498551318,0.942933380213677,NA
"Dnah7c",8.20167250685123,7.98247236741312e-07,0.00144269507179703,0.0200737664263004,0.160759364617038
"Slc39a10",27.1710447461961,9.15069082665929e-07,0.00144269498948293,0.0379595185758555,0.206945165191591
"Gm28151",1.82126098983229,-2.08831658995513e-07,0.00144269489098072,0.578899167543576,NA
"Gm28527",0,2.80331468945397e-07,0.00144269504677806,1,NA
"Gm4852",6.40328264916223,3.10103918813517e-07,0.00144269505091932,0.03625733988074,0.202440500092956
"Gm8337",0.0349083566745969,-1.51243500347614e-07,0.00144269494453621,0.828290019676536,NA
"Tmeff2",4.49853118851482,3.26606188784397e-07,0.00144269503261802,0.128507060889406,NA
"Cavin2",130.115433756155,2.36206353876769e-06,0.00144268940968875,0.36968363742268,0.739559332223717
"Nabp1",59.2165582354392,1.82441464249081e-06,0.00144269475626929,0.968629324009848,0.991472436829395
"Gm17767",8.62932341179073,6.43785716294132e-07,0.00144269509226778,0.00510054763227377,0.0810931632796396
"Gm28055",2.50133207614799,3.02936631323671e-07,0.00144269504518959,0.101786895981392,NA
"Myo1b",360.62517325294,2.50877065552858e-06,0.00144268601881151,0.18918127149879,0.548711968711641
"Stat4",7.98878336440085,5.87141817625756e-07,0.00144269500433346,0.0741155027038803,0.32121109868138
"Gm3940",13.0380322254806,-3.84823291958047e-07,0.00144269490573317,0.307159291670654,0.686450566732873
"Gm31812",1.12941061149082,-2.05653452724966e-07,0.00144269485769615,0.849758338017531,NA
