"","BC12_fliv_G_1.sort.bam","BC12_fliv_G_2.sort.bam","BC12_fliv_J_1.sort.bam","BC12_fliv_J_2.sort.bam","BC12_fliv_K_1.sort.bam","BC12_fliv_K_2.sort.bam","CTRL_fliv_B_1.sort.bam","CTRL_fliv_B_2.sort.bam","CTRL_fliv_D_1.sort.bam","CTRL_fliv_D_2.sort.bam","CTRL_fliv_E_1.sort.bam","CTRL_fliv_E_2.sort.bam","CTRL_fliv_F_1.sort.bam","CTRL_fliv_F_2.sort.bam"
"Fbxo5",6.84066785633991,6.84066785633991,7.26827118199447,7.27868086322811,6.84066785633991,6.84066785633991,8.73592396014182,8.7256026560024,7.35328708577402,7.3452989313722,7.51488328535584,7.53698060223152,8.00252482410564,8.00375368472882
"Lrp11",6.84066785633991,6.84066785633991,7.01372280857419,7.01398254724988,6.84066785633991,6.84066785633991,8.00841653032776,7.99617104367389,6.97594798764138,6.97617495932738,6.84066785633991,6.84066785633991,7.97224290464648,7.97344284350283
"Sobp",6.84066785633991,6.84066785633991,7.04745505386888,7.0259331647319,6.84066785633991,6.84066785633991,8.72685446155276,8.64973423325025,7.05444725715939,7.05480554059482,7.35968253292296,7.36188173831254,7.56712618829045,7.80477998716907
"Slc29a3",6.84066785633991,6.84066785633991,7.38500917070446,7.40471526150377,7.32019348772519,7.32113902080575,8.6323079053739,8.63001301403834,7.37047921804636,7.35413882030828,7.74456639862795,7.73401342181986,7.97224290464648,7.97344284350283
"Zwint",9.40930964125825,9.37203208862527,8.17199577413496,8.17386526752022,7.85415489581493,7.85609245483719,7.77295663570251,7.77726355716335,8.12233084063016,8.11962030220563,7.8869934714536,7.77618081002922,7.61614581982912,7.61698969307016
"Ggt1",6.84066785633991,6.84066785633991,7.01372280857419,7.01398254724988,6.84066785633991,6.84066785633991,8.30637798749093,8.62003163150269,6.97594798764138,6.97617495932738,7.86279222535783,7.89128731079479,6.84066785633991,6.84066785633991
"Nuak1",6.84066785633991,6.84066785633991,7.25827901646937,7.27382334677435,6.84066785633991,6.84066785633991,7.83794793447689,7.84253302909073,7.09352278018238,7.1028119251305,7.62244390463694,7.6088570267184,7.89195026912294,7.89307242928287
"Gm35035",6.84066785633991,6.84066785633991,7.01372280857419,7.0259331647319,6.84066785633991,6.84066785633991,8.13802610875832,8.14383895114018,7.08434717076398,7.08475534144655,7.51488328535584,6.84066785633991,7.95673132085276,7.92606678002488
"Ppm1h",6.84066785633991,6.84066785633991,7.18615914342784,7.18046987752651,6.84066785633991,6.84066785633991,8.25313318430528,8.24561083927679,7.20409254663379,7.20469953043415,7.6056555929011,7.6088570267184,7.98750403075061,7.98871857396297
"Avil",6.84066785633991,6.84066785633991,7.13285986554777,7.16111815756653,7.2929979790269,7.29389078488576,8.33206776032848,8.04786860931661,6.95783461020921,6.9580312274985,7.57081271511385,7.57387455617823,8.24027866578451,8.04750695065972
"Gm12735",6.84066785633991,6.84066785633991,6.90611009055647,6.90620841410797,6.84066785633991,6.84066785633991,8.39383384852087,8.60996770639975,7.11093189019219,7.08475534144655,7.27560321213948,7.27745203993147,6.84066785633991,6.84066785633991
"Asb3",6.84066785633991,6.84066785633991,7.30149245160417,7.29757924778161,7.23279553895585,7.23357108355739,8.10715547320785,8.1128465761917,7.50464025751468,7.49225228210283,7.98857788519719,7.99324917938741,7.8750056124469,7.87611116067097
"Ebf1",6.84066785633991,6.84066785633991,7.10210138578409,7.15439782410098,7.32019348772519,7.34687207334465,7.95501872729411,7.77726355716335,7.07480872088981,6.9580312274985,7.8122815840429,7.70460939503736,8.17953043612898,8.04750695065972
"Gm12185",6.84066785633991,6.84066785633991,6.98695101407999,7.01398254724988,6.84066785633991,6.84066785633991,7.99094783294503,7.99617104367389,7.08434717076398,7.06523678819559,6.84066785633991,6.84066785633991,7.94095841417483,7.94212823454462
"Sat2",6.84066785633991,6.84066785633991,7.67720058788373,7.68084515943354,7.34587689506853,7.34687207334465,8.41763097249917,8.36382555041514,7.88340923502192,7.87901188297684,8.03043655395046,8.04548630926424,7.8750056124469,7.87611116067097
"Rab11fip4",6.84066785633991,6.84066785633991,7.19822465091156,7.20464753103272,7.23279553895585,7.23357108355739,8.33206776032848,8.25939016262869,7.33547218974503,7.33172852795813,8.30700276496668,8.31279048852162,6.84066785633991,6.84066785633991
"Ppp1r9b",7.54546252315781,7.54735985018583,7.88324659048618,7.88096381213288,7.81822378026132,7.81394915741918,9.00377061048294,9.01252048796156,7.68704850048531,7.68843009489467,8.26698589238157,8.2726391628945,8.39434972728637,8.3855921179334
"Hoxb4",7.9474442812864,7.95034172842309,7.55043350711995,7.53976201356369,7.42663556784615,7.41695563213749,8.91271457731344,8.92906075843849,7.45974618225065,7.48539755813049,8.94229001172978,8.95462530740555,8.61826786640913,8.66187372929199
"Plxdc1",6.84066785633991,6.84066785633991,7.11012440649525,7.10249316962541,7.37026846976609,7.38309962930795,8.30637798749093,8.45941816090895,7.17822161350186,7.17878579594878,8.10916332644797,8.11426969895449,7.5920713365351,7.59289017986222
"G6pc",8.66174350928923,8.65781308946257,9.57376439639191,9.57742235830587,9.35866512135844,9.3659160305524,7.81683462784963,7.82132980131385,8.26049399040381,8.26270208602717,8.84576058132207,8.90248806248943,8.21639254198078,8.22983901632911
"C1qtnf1",6.84066785633991,6.84066785633991,7.34919518901937,7.34580229125481,6.84066785633991,6.84066785633991,8.49726828549472,8.49332564556227,7.24532912259963,7.23465535532876,7.57081271511385,7.57387455617823,7.85773101541728,7.85881955894307
"Slc16a3",6.84066785633991,6.84066785633991,7.12548564230869,7.13329744617074,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.22232416853708,7.22296125761987,7.78585759166108,7.77618081002922,8.19196074271213,8.19336514637543
"Gm6316",6.84066785633991,6.84066785633991,6.84066785633991,6.90620841410797,7.23279553895585,7.16180093975966,9.31569258738626,9.20373334514488,7.00632119507702,6.84066785633991,7.77232430658896,7.77618081002922,7.03672881391643,7.11803517262475
"Nin",6.84066785633991,6.84066785633991,7.40757456999283,7.42654933812755,6.84066785633991,6.84066785633991,9.12279010674211,9.21007850680886,7.30257921201066,7.30334819727534,7.45347399764656,7.45605973827254,8.10166466307934,8.10298657321356
"Six4",6.84066785633991,6.84066785633991,7.14005009355113,7.14049836596325,6.84066785633991,6.84066785633991,8.87279460480336,8.88116103037956,6.84066785633991,6.84066785633991,7.30538439125866,7.45605973827254,7.94095841417483,7.92606678002488
"Rad51b",6.84066785633991,6.84066785633991,7.52077556213869,7.5032713987554,7.19881236761375,7.19952142066662,8.00841653032776,7.99617104367389,8.50261458705088,8.49504931766438,8.04062545199163,8.04548630926424,7.61614581982912,7.59289017986222
"Acot1",8.1618155844765,8.16520814309695,7.411244470134,7.40471526150377,7.41582604285645,7.41695563213749,9.33868307615757,9.34831639289707,8.0557748525161,8.06273173881186,8.21694245958883,8.04548630926424,8.37359518272777,8.45608320866843
"Ttc8",6.84066785633991,6.84066785633991,7.30149245160417,7.31123939521835,6.84066785633991,6.84066785633991,8.23940600336722,8.29971492028941,7.39118243340227,7.38801409382898,7.86279222535783,7.8669947313212,7.17973586896253,7.23232506174934
"Mylip",6.84066785633991,6.84066785633991,7.46022859398463,7.44755739534241,7.60995552425882,7.61941616835513,8.33206776032848,8.32580207248051,7.68704850048531,7.68843009489467,8.25056053423191,8.23095782292878,8.4147340085162,8.40617692200736
"Atxn1",6.84066785633991,6.84066785633991,7.59256446197354,7.58543865740195,7.19881236761375,7.24951003165449,9.10933273454076,9.11837595361341,7.59169492277286,7.58411399945959,7.73031993536183,7.73401342181986,7.98750403075061,7.98871857396297
"Platr25",6.84066785633991,6.84066785633991,7.25827901646937,7.2538052999427,6.84066785633991,6.84066785633991,8.67100093386182,8.67873383412917,7.19140037724543,7.15067103377399,7.68595949758717,7.68947926826533,7.70516202885143,7.72682883264115
"Cdk20",6.84066785633991,6.84066785633991,7.52077556213869,7.53679952988257,7.53392488463995,7.55296966269595,9.63928624454131,9.64500540922314,7.52106782755708,7.52218946974866,8.25880420116369,8.3438972526327,8.44464931701388,8.4462725469017
"Rasgrf2",6.84066785633991,6.84066785633991,7.07638115454155,7.06749283905594,7.39353943720967,7.39462633380576,8.84823151173512,9.04876040411024,7.11922428174767,7.11969053302753,7.91055717190896,7.91493942568139,7.68388219725006,7.68479589848253
"Bdp1",6.84066785633991,6.84066785633991,7.51160307733746,7.51873198720028,7.64885268108612,7.65042005988736,9.72792605862972,9.73842037583555,7.41886549685254,7.41982348325809,7.78585759166108,7.78976630358809,8.77013248602413,8.75685969906754
"Gm10736",7.32202131741055,7.12019737310752,7.0256555636612,6.9871706461187,7.0942385327975,7.16180093975966,8.10715547320785,8.06451271887919,6.99190180395049,6.93650345183761,8.03043655395046,7.57387455617823,8.58375343340174,8.22983901632911
"Gm48163",6.84066785633991,6.84066785633991,6.98695101407999,6.9871706461187,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.11093189019219,7.11138434385589,7.91055717190896,7.90319067238546,7.54121684304482,7.54198246613747
"Duxbl1",6.84066785633991,6.84066785633991,6.95399770805038,6.95416792179902,6.95418484694773,6.84066785633991,7.70236355413294,8.33862015854652,6.84066785633991,6.84066785633991,8.12792077724453,8.08536578940483,7.74605249974392,7.59289017986222
"Gm18813",6.84066785633991,6.84066785633991,7.00089931502385,7.00113984806532,6.84066785633991,6.84066785633991,8.29330664537645,8.28643719263128,6.84066785633991,6.84066785633991,7.70103043094888,7.70460939503736,7.27773756403987,7.2782209005444
"Peli2",6.84066785633991,6.84066785633991,7.63995154227128,7.62565397484665,7.7140925972813,7.76306653290709,8.83993758688535,8.98278758935581,7.84004020350249,7.83953096827748,8.79461485096203,8.77545299414106,8.26364798366911,8.25348427042717
"Gm4032",6.84066785633991,6.84066785633991,7.25827901646937,7.23811179250304,6.84066785633991,6.84066785633991,8.91271457731344,8.93687378678267,7.26173857989312,7.28845963398209,6.84066785633991,6.84066785633991,8.35245397695012,8.34326920740752
"Xkr6",6.84066785633991,6.84066785633991,7.29689933539519,7.29757924778161,7.2929979790269,7.27961082671219,8.42934734926536,8.4244949842899,7.34446156362716,7.33629490831005,7.71581239588536,7.68947926826533,7.70516202885143,7.70609747841894
"Slc25a30",6.84066785633991,6.84066785633991,7.51160307733746,7.51259347028857,7.67123207419008,7.66544194406366,8.12270697077656,7.99617104367389,8.11127298957042,8.09563065849917,8.18223342682782,8.17870731561594,8.38401973511069,8.36462855473613
"Cdh6",6.84066785633991,6.84066785633991,6.98695101407999,6.9871706461187,6.84066785633991,6.84066785633991,7.81683462784963,7.82132980131385,7.01957755581191,6.99215549629785,7.8122815840429,7.81629178407859,6.84066785633991,6.84066785633991
"Gm49413",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,8.16800064455841,8.1886584457277,6.95783461020921,6.9580312274985,7.51488328535584,7.51771930540431,7.76573767251581,7.59289017986222
"Fam227a",6.84066785633991,6.84066785633991,7.11012440649525,7.0259331647319,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.26173857989312,7.22885340207563,7.74456639862795,7.74831533809267,7.70516202885143,7.6628793441003
"Arfgap3",6.84066785633991,6.84066785633991,7.46022859398463,7.46449356704698,7.18052034186694,7.18119352315115,8.80620979263281,8.97524714760958,7.43031189881462,7.43128833602364,7.82518977668297,7.82924933471696,8.03188261807911,8.03313929694163
"Bik",6.84066785633991,6.84066785633991,7.49284328852158,7.45439131192869,7.2929979790269,7.29389078488576,8.56148689077568,8.56885420951122,7.88340923502192,7.86260416884087,7.68595949758717,7.68947926826533,8.31997821173613,8.33243543932784
"Scn8a",6.84066785633991,6.84066785633991,7.00089931502385,7.00113984806532,7.40479835968386,7.32113902080575,8.77155811012347,8.88926928346873,7.11922428174767,7.11969053302753,7.97782176976398,7.99324917938741,7.39227279251445,7.48674193083217
"Fgd4",6.84066785633991,6.84066785633991,7.5843452862729,7.56299113509133,7.48750997887006,7.39462633380576,7.97315390011242,7.97830415710616,7.8691889230926,7.85428430739819,8.07057560074147,8.07554432651399,8.60113356145932,8.37515871611627
"Igf2bp2",6.84066785633991,6.84066785633991,7.07638115454155,7.07673457475383,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.18487526554656,7.17198459578134,7.93352537740823,7.92653869305518,7.61614581982912,7.61698969307016
"Gm49702",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,8.07531874797079,8.0808831639678,6.84066785633991,6.84066785633991,7.35968253292296,7.47732067229981,7.94095841417483,7.94212823454462
"Pde10a",6.84066785633991,6.84066785633991,6.95399770805038,6.97171518644489,7.21619719331274,7.21694028693437,8.09136260403409,7.96009428277042,7.07480872088981,7.07520098588605,7.35968253292296,7.41101779517565,7.70516202885143,7.94212823454462
"Pnldc1",6.84066785633991,6.84066785633991,7.35737786580642,7.36620760483394,6.84066785633991,6.84066785633991,8.02557477144618,7.86322988309386,7.60611759645796,7.59584129048564,7.94479806803194,7.94930788132242,8.19196074271213,8.19336514637543
"Wdr27",6.84066785633991,6.84066785633991,7.06715319696686,7.03715454434122,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.17143166188679,7.22885340207563,7.65488562321412,7.38702854724858,8.07433442991696,8.0756309432654
"Zfp13",6.84066785633991,6.84066785633991,7.23215270553519,7.21614148788701,7.32019348772519,7.32113902080575,8.30637798749093,7.54064198353809,7.16449683494252,7.16503827402403,7.83790611692466,7.84201415688311,8.26364798366911,8.26511629715329
"Zscan10",6.84066785633991,6.84066785633991,6.9332092203156,6.95416792179902,6.84066785633991,6.84066785633991,8.42934734926536,8.71636945347758,6.84066785633991,6.84066785633991,8.87548948660201,8.84814734571681,7.8750056124469,7.85881955894307
"Mapk13",6.84066785633991,6.84066785633991,7.14005009355113,7.11052814488205,6.84066785633991,6.84066785633991,8.18267149128461,8.20318383889489,7.08434717076398,7.08475534144655,8.10916332644797,8.11426969895449,7.72587230638209,7.72682883264115
"Gm6402",6.84066785633991,6.84066785633991,6.9332092203156,6.97171518644489,7.03718381434321,6.84066785633991,8.22550206701489,8.32580207248051,6.84066785633991,6.9580312274985,7.00559139599003,7.00629701712601,7.63942882707808,8.0756309432654
"Dnah8",6.84066785633991,6.84066785633991,7.11012440649525,7.11832807756404,6.84066785633991,7.00148281953587,9.26248732331599,9.35401737641877,6.90832650488287,6.90844008440885,8.18223342682782,8.264429768752,7.42529508043763,6.84066785633991
"Slc44a4",6.84066785633991,6.84066785633991,6.98695101407999,6.9871706461187,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.01957755581191,7.01987756388026,7.67058370333096,7.67404290036206,7.68388219725006,7.68479589848253
"Gm11131",6.84066785633991,6.84066785633991,7.10210138578409,7.10249316962541,6.84066785633991,6.84066785633991,8.66144148036109,8.57926462067492,7.32630985411597,7.33172852795813,6.84066785633991,6.84066785633991,7.66198811445517,7.6628793441003
"Gm10499",6.84066785633991,6.84066785633991,6.9332092203156,6.95416792179902,6.84066785633991,6.84066785633991,8.98159811788419,8.99028460695956,7.03191289330729,7.03223352746104,6.84066785633991,6.84066785633991,8.0173147385878,7.98871857396297
"Uhrf1",6.84066785633991,6.84066785633991,7.1672095980038,7.16769820541918,6.84066785633991,6.84066785633991,9.10933273454076,9.11837595361341,7.04349532216913,7.0438353128247,6.84066785633991,6.84066785633991,7.80374502836286,7.95791635638786
"Acsbg3",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.27874571598293,7.14113754015299,8.21141570963824,8.21751352872722,7.01957755581191,7.01987756388026,7.55269582020707,7.43399015062093,8.15421974623245,8.14268862352899
"Dlgap1",6.84066785633991,6.84066785633991,7.11791274025393,7.14752798633593,7.41582604285645,7.32113902080575,9.10255240144803,9.1047433447813,7.2102719039123,7.19198637450867,7.86279222535783,7.8669947313212,8.03188261807911,8.03313929694163
"Ndc80",6.84066785633991,6.84066785633991,6.98695101407999,6.9871706461187,6.84066785633991,6.84066785633991,8.16800064455841,8.17393064039036,7.07480872088981,7.07520098588605,6.84066785633991,6.84066785633991,8.45445185796805,8.43637831184183
"Lama3",6.84066785633991,6.84066785633991,7.15392892973719,7.174146273694,6.84066785633991,6.84066785633991,7.79518353937853,7.75431929719833,6.99190180395049,6.99215549629785,7.47464836901585,7.64217967596302,7.51423148564098,7.51496868380565
"Nrep",8.86102541427155,8.86581186057574,8.55823686188801,8.5605503073171,8.21532654021857,8.20973112963665,8.02557477144618,8.03093896641235,8.17740095532946,8.17650875778419,7.51488328535584,7.51771930540431,7.84010905042576,7.84118017603716
"Dipk1c",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.30680095922235,7.30772054653391,8.92055199896485,8.65947699753732,6.99190180395049,6.99215549629785,8.17337527533239,7.8669947313212,7.80374502836286,7.80477998716907
"Rhod",8.10899308437355,8.11226638990646,7.93099051466078,7.93076188905017,7.78707856682616,7.86776728457115,9.16236226826321,8.98278758935581,8.31954191975804,8.33483663386694,8.18223342682782,8.17870731561594,8.59247473094859,8.59421743692336
"Peli3",6.84066785633991,6.84066785633991,6.90611009055647,6.90620841410797,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.23399901413053,7.21088909695605,7.45347399764656,7.45605973827254,7.90858098696313,7.92606678002488
"Flrt1",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,8.47506367187187,8.52628398933559,6.90832650488287,6.90844008440885,7.97782176976398,7.98245356025088,7.8750056124469,7.87611116067097
"Slc22a29",6.84066785633991,6.84066785633991,7.47675837801217,7.47442506880654,7.63354520849932,7.635084361402,7.93652493627838,7.9032240964724,8.1980579603869,8.22477037990951,7.97782176976398,7.97153398464667,8.62674529691762,8.62851478138301
"Ms4a7",6.84066785633991,6.84066785633991,7.04745505386888,7.0477652621575,6.84066785633991,6.84066785633991,8.39383384852087,8.3884814609538,7.19140037724543,7.22885340207563,6.84066785633991,6.84066785633991,8.12827802960381,8.12962448076281
"Fam204a",6.84066785633991,6.84066785633991,7.52681753197654,7.49697795215315,7.2929979790269,7.29389078488576,9.39996866490895,9.39326791956118,7.47040899168176,7.47496736246662,7.65488562321412,7.65828278912221,8.07433442991696,8.08940150260446
"Gm7190",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,8.04243623843282,8.04786860931661,6.84066785633991,6.84066785633991,7.53406689033301,7.53698060223152,7.95673132085276,7.95791635638786
"Plxnb3",6.84066785633991,6.84066785633991,7.173648116639,7.1866758427823,7.35822250479492,7.16180093975966,8.58214839785183,8.58958585770072,7.01957755581191,7.05480554059482,7.8122815840429,7.80313359737842,7.97224290464648,7.97344284350283
"Gm4992",6.84066785633991,6.84066785633991,6.90611009055647,6.84066785633991,6.84066785633991,6.84066785633991,8.72685446155276,8.73476791987265,6.84066785633991,6.84066785633991,7.43149454713375,7.43399015062093,7.84010905042576,7.82317395013312
"Frmpd3",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,7.00116376535965,6.84066785633991,9.19446362667952,9.19735794148259,6.97594798764138,6.97617495932738,7.68595949758717,7.68947926826533,7.68388219725006,7.68479589848253
"Erdr1",7.54546252315781,7.5986411480247,7.31499610077415,7.61250313011706,7.46791475877494,7.52624826986036,8.42934734926536,8.33862015854652,7.40322186379172,7.79816008678819,9.63388265578782,7.89128731079479,8.50226796858511,8.45608320866843
