"","BC12_fliv_G_1.sort.bam","BC12_fliv_G_2.sort.bam","BC12_fliv_J_1.sort.bam","BC12_fliv_J_2.sort.bam","BC12_fliv_K_1.sort.bam","BC12_fliv_K_2.sort.bam","CTRL_fliv_B_1.sort.bam","CTRL_fliv_B_2.sort.bam","CTRL_fliv_D_1.sort.bam","CTRL_fliv_D_2.sort.bam","CTRL_fliv_E_1.sort.bam","CTRL_fliv_E_2.sort.bam","CTRL_fliv_F_1.sort.bam","CTRL_fliv_F_2.sort.bam"
"Gm4319",8.14886083876663,8.17803276067406,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991
"Hes6",8.33937249995614,8.33214622139487,9.58150969070194,9.57146790328457,9.4549503981741,9.43942579970239,8.25313318430528,8.25939016262869,8.57606089608507,8.58285517716556,7.86279222535783,7.8669947313212,8.17953043612898,8.18092361425862
"Pask",6.84066785633991,6.84066785633991,7.03686017945942,7.05785484145334,6.84066785633991,6.84066785633991,7.65146295108233,7.65523938391178,6.84066785633991,6.84066785633991,7.68595949758717,7.68947926826533,8.00252482410564,8.04750695065972
"Bcl2",6.84066785633991,6.84066785633991,7.26827118199447,7.27868086322811,7.18052034186694,6.84066785633991,9.33297195054662,9.29589793731085,7.15015338915571,7.15067103377399,6.84066785633991,6.84066785633991,8.56611922395488,8.56784109973509
"Sctr",8.31729835887313,7.83056997104667,7.12548564230869,7.10249316962541,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.95783461020921,6.9580312274985,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991
"Celrr",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,8.33206776032848,8.33862015854652,6.84066785633991,6.84066785633991,7.6056555929011,7.6088570267184,6.84066785633991,6.84066785633991
"Gm37772",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,8.42934734926536,8.43625332465068,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991
"Gm37163",8.64500664343415,8.60644441758672,6.97151869107706,6.97171518644489,7.18052034186694,7.18119352315115,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991
"Mgat4e",6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991,8.15312134799134,8.15899331942187,6.84066785633991,6.84066785633991,7.6056555929011,7.64217967596302,6.84066785633991,6.84066785633991
"Gpr37l1",8.13574238184951,8.12575884532001,6.9332092203156,6.9333482350237,7.66384699616511,7.66544194406366,6.84066785633991,6.84066785633991,6.93634287033059,6.93650345183761,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991
"Lad1",8.24830340142757,8.25188718129647,7.40015885299823,7.40471526150377,7.26399875792028,7.26483516868642,6.84066785633991,6.84066785633991,7.21634745815296,7.21697468349877,6.84066785633991,6.84066785633991,6.84066785633991,6.84066785633991
