Geneid,BC12_fliv_G_1.sort.bam,BC12_fliv_G_2.sort.bam,BC12_fliv_J_1.sort.bam,BC12_fliv_J_2.sort.bam,BC12_fliv_K_1.sort.bam,BC12_fliv_K_2.sort.bam,CTRL_fliv_B_1.sort.bam,CTRL_fliv_B_2.sort.bam,CTRL_fliv_D_1.sort.bam,CTRL_fliv_D_2.sort.bam,CTRL_fliv_E_1.sort.bam,CTRL_fliv_E_2.sort.bam,CTRL_fliv_F_1.sort.bam,CTRL_fliv_F_2.sort.bam
Gm29128,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Gm7893,0,0,6,0,0,0,0,0,0,0,0,0,9,9
Lgsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pih1d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,120,119,0,0,0,0,0,0
Gm28645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eef1a1-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19680,0,0,23,14,42,22,0,0,3,8,0,0,0,0
Gm23032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdrbs2,0,0,0,0,0,0,28,4,0,0,18,18,0,0
Gm25814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm37110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9839,1,0,0,0,127,119,238,240,0,0,17,34,66,66
Gm37792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5415,188,227,1,2,136,134,354,320,0,0,46,42,92,74
Gm24732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37151,0,0,0,0,0,0,6,6,1,1,0,0,0,0
Gm28624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7114,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Gm4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prim2,0,0,14,14,0,0,36,35,41,35,0,0,17,16
Gm29228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001G17Rik,35,35,5,5,0,0,0,0,7,7,0,0,0,0
Gm38173,0,0,0,0,0,0,0,0,0,0,0,0,23,22
Rab23,0,0,231,227,67,68,26,26,113,107,27,26,31,46
Bag2,0,0,38,38,0,0,81,81,22,20,0,0,3,3
Gm37905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp451,90,89,263,269,47,50,97,97,256,255,50,50,0,0
Gm15455,0,0,0,1,0,0,126,127,0,0,23,24,0,0
Bend6,0,0,13,13,0,0,17,33,3,3,0,0,0,0
Gm37067,0,0,0,0,0,0,0,0,0,0,12,12,0,0
Dst,0,0,1027,1028,226,221,72,68,310,309,176,182,145,168
Gm37354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38157,0,0,0,0,29,29,0,0,2,2,0,0,0,0
Mir6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A930005N03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5266,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Gm3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37233,0,0,5,5,0,0,0,0,1,1,0,0,0,0
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,0,0,159,164,95,95,181,181,199,198,24,25,25,25
Gm28306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imp4,172,145,152,158,64,69,0,0,160,205,0,0,28,23
Ptpn18,100,100,37,33,46,45,79,79,32,21,12,12,0,0
Gm28417,0,0,1,1,0,0,0,0,4,4,0,0,0,0
4930568A12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700101I19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA619741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,0,0,5,5,0,0,0,0,3,1,0,0,0,0
Gm37224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38336,0,0,18,5,0,0,0,0,0,2,0,0,0,0
Fam168b,250,250,409,401,62,64,91,91,312,316,60,60,31,29
Gm37127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plekhb2,0,0,106,106,76,75,0,0,78,78,14,14,0,0
Gm19430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110002O04Rik,0,0,0,0,0,0,0,0,7,7,0,0,0,0
Gm8022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33222,53,53,0,0,0,0,0,0,0,0,0,0,0,0
4930535G08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hs6st1,0,0,1165,1178,245,258,21,21,434,435,164,174,64,53
Gm37335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33280,0,0,12,14,0,0,0,0,3,3,0,0,0,0
Uggt1,182,149,803,805,240,241,0,0,563,559,148,121,47,66
Mir6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurl3,0,0,198,196,31,30,0,0,200,203,51,43,38,36
Arid5a,0,0,98,98,16,16,0,0,25,26,71,71,16,16
4930403P22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansl3,68,68,1099,1091,193,192,65,65,791,785,242,242,67,66
Mir6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,70,69,56,71,0,0,44,43,13,25,0,0,0,0
Lman2l,0,0,248,240,69,69,0,0,150,145,23,23,59,59
Cnnm4,0,0,75,67,0,0,0,0,27,24,0,0,0,0
Gm37909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,0,0,242,244,38,42,53,53,135,140,7,7,0,0
Gm38033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,0,0,31,36,0,0,0,0,6,6,0,0,0,0
Gm42417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd39,0,0,36,38,18,18,0,0,9,10,0,0,0,0
Sema4c,0,0,45,45,0,0,0,0,38,38,0,0,0,0
D430040D24Rik,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Fam178b,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Gm6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox5b,347,344,5317,5429,2078,2086,125,128,7227,7178,414,378,469,466
Actr1b,98,98,1241,1232,234,234,53,52,870,869,154,154,115,115
4933424G06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zap70,0,0,280,287,99,84,0,0,179,181,38,38,0,0
Gm18828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem131,53,53,351,348,39,41,23,47,214,213,79,80,53,53
Gm37506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F830112A20Rik,0,0,0,0,6,0,40,43,0,0,0,0,0,0
Rpl12-ps1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
n-R5s210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vwa3b,0,0,6,6,0,0,0,0,18,18,0,0,0,0
Gm37020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnga3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700074A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,38,71,493,489,93,91,165,147,269,263,74,74,48,47
4930439A04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37135,0,0,0,0,0,0,0,0,5,5,0,0,0,0
Coa5,264,262,766,768,439,437,71,70,814,809,165,167,182,183
Unc50,0,0,273,260,39,39,0,0,241,232,0,0,0,0
Mgat4a,0,0,23,23,24,24,82,81,16,16,0,0,0,0
4930594C11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010300C02Rik,0,0,1,0,57,57,0,0,4,3,0,0,0,0
4930556I23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930470B04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsga10,0,0,38,38,15,15,0,0,48,45,0,0,0,0
Gm26805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipt1,0,0,89,86,0,0,0,0,71,62,16,16,0,0
Mitd1,96,96,154,163,69,74,52,52,120,119,0,0,34,34
Mrpl30,41,41,1066,1071,199,198,75,75,1359,1374,121,120,18,18
Lyg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,0,0,534,535,93,93,171,171,719,715,158,157,66,67
Eif5b,2600,2590,1883,1954,2301,2301,1931,1925,1478,1478,3010,3030,2203,2225
Rev1,90,90,220,208,99,100,0,1,173,160,20,20,0,0
Gm37062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aff3,0,0,8,8,1,1,0,0,7,7,25,25,33,33
Gm16150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm34727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610300A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonrf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chst10,0,0,2,2,0,0,48,47,5,5,0,0,0,0
Gm37707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6621,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,0,0,292,292,148,147,28,28,235,232,66,66,66,66
Gm37309,0,0,8,8,0,0,0,0,5,5,0,0,0,1
Gm37821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,0,0,8,8,0,0,0,0,7,7,15,0,0,0
Gm20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl31,382,408,4476,4548,1884,1832,614,619,6174,6190,856,837,682,637
Tbc1d8,42,45,335,330,174,173,0,0,185,177,69,69,59,62
Gm37265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnot11,0,0,266,264,64,64,37,36,180,180,0,0,29,29
Gm15832,0,47,88,96,0,0,65,65,78,77,0,0,0,0
Snord89,0,0,6,3,0,0,0,0,3,3,0,0,0,0
Rnf149,100,101,91,96,50,53,42,42,69,71,0,0,0,0
Gm23722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5100,0,0,8,1,0,0,0,0,0,0,27,27,0,0
Creg2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
D930019O06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rfx8,0,0,0,0,0,0,30,29,0,0,0,0,0,0
Gm3646,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map4k4,132,77,191,194,63,60,59,58,134,136,83,83,80,80
4930456G14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r1,0,0,535,530,80,82,54,54,314,307,94,92,27,27
Gm38070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rl2,0,0,9,5,0,0,0,0,6,6,32,32,0,0
Gm17970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rl1,0,0,7,7,0,0,0,0,0,0,0,0,0,0
Il18r1,0,0,6,8,0,0,49,49,1,1,24,22,0,0
Il18rap,0,0,7,7,0,0,0,0,15,15,21,21,0,0
Gm35801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37435,0,0,5,5,0,0,0,0,0,0,0,0,0,0
Slc9a2,0,28,29,27,0,0,0,0,0,0,0,0,0,0
Gm37623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem182,0,0,210,210,0,0,0,0,0,0,0,0,0,0
Gm5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28175,0,0,0,0,0,0,0,0,0,0,22,22,0,0
Gm28140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930420N18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalir,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps9,0,0,316,322,84,88,0,0,317,308,134,136,28,28
Gm23126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,0,0,495,494,183,174,38,38,327,334,22,23,68,66
Gm28782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8430432A02Rik,0,0,3,3,0,0,0,0,6,6,0,0,0,0
AI597479,0,0,108,108,118,118,0,0,141,141,0,0,22,22
Fhl2,0,0,34,32,7,7,0,0,6,6,0,0,0,0
Gm8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nck2,0,0,44,44,33,34,0,0,53,53,0,0,43,43
Gm37536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecrg4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Gm29155,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Gm29157,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm29156,0,0,13,13,0,0,0,0,2,2,0,0,0,0
Uxs1,0,0,124,120,0,0,0,0,42,43,0,0,5,5
Gm16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpp2,135,134,450,458,212,235,19,19,571,582,70,70,3,0
Mettl21c,0,0,6,6,0,0,0,0,0,0,0,0,0,0
Gm15838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8251,0,0,5,5,0,0,0,0,3,3,0,0,0,0
Tex30,65,65,48,46,18,18,21,12,46,46,0,0,0,0
Gm29247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poglut2,0,0,100,100,12,12,0,0,73,71,93,80,25,25
Bivm,0,0,126,127,54,54,0,0,196,198,0,0,31,31
Ercc5,0,0,461,466,136,139,60,60,253,280,128,137,32,32
Mettl21e,0,0,2,2,5,5,0,0,0,0,0,0,0,0
Gm15833,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Gm5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn-ps1,0,2,182,169,75,101,16,12,386,349,17,13,12,25
Gulp1,0,0,0,0,17,17,0,0,15,15,0,0,9,9
Gm37626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930521E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col3a1,151,156,993,981,1281,1281,243,242,1428,1407,237,232,678,679
Gm47302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col5a2,70,71,117,117,45,46,0,0,59,57,83,83,107,107
Gm38211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23974,43,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr75,42,42,199,185,33,32,93,93,145,148,23,23,0,0
Gm28906,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Gm5526,0,0,9,8,2,0,0,0,26,23,0,0,18,0
Gm5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc40a1,376,372,1094,1088,581,583,112,112,1942,1940,74,73,203,202
Gm9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl23a-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3852,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Stk-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnah7b,0,0,2,2,12,7,0,0,3,3,0,0,0,0
n-R5s211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8326,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dnah7c,0,0,7,7,0,0,0,0,2,2,10,0,22,23
Slc39a10,0,0,59,59,0,0,26,26,55,55,0,0,41,51
Gm28151,0,0,39,39,0,0,0,0,14,14,0,0,0,0
Gm37393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28527,0,0,0,0,0,0,0,27,0,0,0,0,0,0
Gm28825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4852,0,0,0,0,0,0,0,0,2,0,0,0,21,21
Gm38090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8337,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Gm22419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C230029F24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933411E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmeff2,0,0,3,3,0,0,0,0,0,0,0,0,12,17
Gm28322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330175M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavin2,49,49,299,292,214,212,56,56,260,258,58,58,128,147
Gm5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700072G22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabp1,0,0,421,419,125,104,63,63,221,222,14,14,0,0
Gm17767,0,0,1,1,0,0,31,17,2,2,0,0,0,0
Gm37535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28055,0,0,0,0,0,0,0,14,0,0,0,0,0,0
Myo1b,51,51,1568,1565,564,550,197,224,1278,1282,293,276,175,176
Gm29453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stat4,0,0,12,13,0,0,0,0,7,7,34,34,0,0
Gm28177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3940,38,21,0,0,14,15,0,14,0,0,0,0,0,0
Gm31812,0,0,19,18,0,0,0,0,14,14,0,0,0,0
Stat1,52,52,547,552,128,141,19,11,410,415,111,118,33,45
Gm18301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gls,0,0,211,209,82,80,0,0,153,152,57,57,21,21
Gm5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nab1,0,0,680,659,264,264,48,34,650,637,148,141,116,115
Gm5976,0,0,3,0,0,0,0,0,0,0,12,12,0,0
Rps27a-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm553,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm28178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5527,0,0,1,7,0,0,0,0,0,2,0,0,0,1
Nemp2,71,76,34,34,66,66,0,0,33,31,23,23,0,0
Gm37242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd6,0,0,83,83,10,10,0,0,47,47,8,8,17,17
Gm29670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp1,245,242,254,244,273,276,311,300,342,347,250,257,280,285
Hibch,122,118,1080,1080,318,326,125,125,1585,1596,229,228,114,113
Gm16107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019D03Rik,0,0,1,1,10,10,30,30,0,0,0,0,0,0
Mstn,0,0,18,18,0,0,0,0,0,0,0,0,0,0
Gm24349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019A02Rik,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Pms1,0,0,52,58,0,0,0,0,51,58,0,0,0,0
